"單位名稱","地址_縣市","地址_鄉鎮市區","地址","設立地址","機構狀態","服務類型","評鑑等級","未評鑑原因","電話","傳真","單位網址","單位電子信箱","服務可提供量","員工資訊","許可_總床數","護理人員_合計","醫事人員_合計",
"?慈護理之家","新北市","中和區","中正路909號8樓","新北市中和區中正路909號8樓","02","一般護理之家","<year=103&class=2>","","02-82286000","02-82286095","http://www.shang-ci.tw/cgi-bin/big5/k/374a?q1=374av1&q65=2028399&time=12:25:58&q27=374a&q12=1","ss13143@gmail.com","True","","23","3","0",
"福寶護理之家","新北市","中和區","員山路506號4樓、5樓","新北市中和區員山路506號4樓、5樓","02","一般護理之家","<year=102&class=3>","","02-22267958","02-22267957","http://www.carefully.com.tw/","carefully.0403@gmail.com","True","","61","8","0",
"新北市私立慈美護理之家","新北市","中和區","中山路2段315巷2號4樓、317號6樓","新北市中和區中山路2段315巷2號4樓、317號6樓","02","一般護理之家","<year=104&class=2>","","02-22467727","02-22467737","http://tzumei.myweb.hinet.net/","tzumei315@yahoo.com.tw","True","","33","5","0",
"皇家護理之家","新北市","中和區","中山路2段560號5樓、562號5樓、7樓、7樓之1、8樓","新北市中和區中山路2段560號5樓、562號5樓、7樓、7樓之1、8樓","02","一般護理之家","<year=104&class=2>","","02-22261881","02-22261991","http://www.royalnursinghome.com.tw/index.php?m=Article&a=index&showid=41","royal_168@yahoo.com.tw","True","","99","9","1",
"景安護理之家","新北市","中和區","景安路42號5樓、46號4.5樓、50號3.4樓","新北市中和區景安路42號5樓、46號4.5樓、50號3.4樓","02","一般護理之家","<year=103&class=2>","","02-22409359","02-82457906","http://www.jnh.com.tw/index.html","lulu0324mama@yahoo.com.tw","True","","85","7","0",
"真愛護理之家","新北市","新莊區","中正路55-1號(1-2樓)","新北市新莊區中正路55-1號(1-2樓)","02","一般護理之家","<year=104&class=5>","","02-29938268","02-29938377","http://goo.gl/d45yq2","ji259999@yahoo.com.tw","True","","27","5","0",
"心福護理之家","新北市","新莊區","公園路230號2樓","新北市新莊區公園路230號2樓","02","一般護理之家","<year=104&class=3>","","02-89925529 ,02-29987315","02-89912979","http://www.tws999.com.tw/xinfu/","win920901@yahoo.com.tw","True","","98","8","0",
"私立老吾老護理之家","新北市","新莊區","新樹路315巷1號、1號2、3樓","新北市新莊區新樹路315巷1號、1號2、3樓","02","一般護理之家","<year=104&class=3>","","02-22020118","02-22020699","http://www.573583home.com/","aa22020118@yahoo.com.tw","True","","41","5","0",
"真愛護理之家","新北市","新莊區","中正路55-1號(1-2樓)","新北市新莊區中正路55-1號(1-2樓)","02","一般護理之家","<year=104&class=5>","","02-29938268","02-29938377","http://www.ji2599.com.tw/front/bin/ptlist.phtml?Category=4","ji259999@yahoo.com.tw","True","","40","3","0",
"佳新護理之家","新北市","新莊區","復興路3段31號1-4樓及33號3-4樓","新北市新莊區復興路3段31號1-4樓及33號3-4樓","02","一般護理之家","<year=103&class=3>","","02-89924278","02-89938290","無","chiashin@sthosp.com.tw","True","","73","6","0",
"臺北縣私立景馨護理之家","新北市","新莊區","化成路63巷41號1、2樓","新北市新莊區化成路63巷41號1、2樓","02","一般護理之家","<year=104&class=1>","","02-89921892","02-22762457","無","pinky6931@yahoo.com.tw","True","","34","4","0",
"臺北縣私立愛德護理之家","新北市","新莊區","思源路49、51、53、55號1-3樓","新北市新莊區思源路49、51、53、55號1-3樓","02","一般護理之家","<year=104&class=3>","","02-29906513","02-89943480","http://www.addhome.com.tw/","maylou0915@yahoo.com.tw","True","","70","7","0",
"衛生福利部臺北醫院附設護理之家","新北市","新莊區","思源路一二七號","新北市新莊區思源路一二七號","02","一般護理之家","<year=104&class=1>","","02-22765566","02-22760802","https://www.tph.mohw.gov.tw/?aid=52&pid=61&page_name=detail&iid=87","quality33175@tph.mohw.gov.tw","True","","40","7","0",
"杏豐護理之家","臺中市","豐原區","中興路171號(2、3、4、5樓)","臺中市豐原區中興路171號(2、3、4、5樓)","02","一般護理之家","<year=104&class=2>","","04-25150486","04-25150485","無","chenlijhu@gmail.com","True","","53","4","0",
"佳松護理之家","臺中市","豐原區","南陽路197號","臺中市豐原區南陽路197號","02","一般護理之家","<year=104&class=2>","","04-25294989","04-25294989","無","cly5428@yahoo.com.tw","True","","52","5","0",
"豐陽護理之家","臺中市","豐原區","富陽路235巷161號","臺中市豐原區富陽路235巷161號","02","一般護理之家","<year=103&class=3>","","04-25131775","04-25132037","無","windpkj@gmail.com","True","","41","4","0",
"衛生福利部豐原醫院附設護理之家","臺中市","豐原區","安康路100號","臺中市豐原區安康路100號","02","一般護理之家","<year=104&class=1>","","04-25271180","04-25284445","無","klcheng@fyh.doh.gov.tw","True","","38","10","0",
"東勢鎮農會附設農民醫院附設護理之家","臺中市","東勢區","豐勢路297號7樓","臺中市東勢區豐勢路297號7樓","02","一般護理之家","<year=104&class=2>","","04-24220023","04-25870330","無","trunsoncd@yahoo.com.tw","True","","40","4","0",
"財團法人凱華護理之家","臺中市","東勢區","東蘭路150之6號","臺中市東勢區東蘭路150之6號","02","一般護理之家","<year=104&class=1>","","04-25770137","04-25885476","無","ri1073@yahoo.com.tw","True","","88","7","2",
"惠全護理之家","臺中市","大甲區","中山路一段1089號1、2、3、4樓","臺中市大甲區中山路一段1089號1、2、3、4樓","02","一般護理之家","<year=104&class=2>","","04-26880969","04-26760617","無","care.wang@msa.hinet.net","True","","99","8","2",
"永錡護理之家","臺中市","清水區","西社里西社路29號","臺中市清水區西社里西社路29號","02","一般護理之家","<year=104&class=2>","","04-26224788","04-26223540","無","yongchy@yahoo.com.tw","True","","99","6","0",
"光田醫療社團法人附設光田護理之家","臺中市","沙鹿區","大同街5-2號1、4樓","臺中市沙鹿區大同街5-2號1、4樓","02","一般護理之家","<year=104&class=1>","","04-26365000#2500","04-26365598","無","nursing@ktgh.com.tw","True","","78","20","1",
"仁美護理之家","臺中市","梧棲區","仁美街33巷48號","臺中市梧棲區仁美街33巷48號","02","一般護理之家","<year=103&class=3>","","04-26579955","04-26572715","無","jmei9955@gmail.com","True","","90","8","1",
"頤園護理之家","臺中市","梧棲區","中華路一段612號","臺中市梧棲區中華路一段612號","02","一般護理之家","<year=104&class=2>","","04-26622772#305","04-26622645","無","nursing@yien.com.tw","True","","64","10","3",
"童綜合醫療社團法人附設護理之家","臺中市","梧棲區","港埠路二段136巷1號","臺中市梧棲區港埠路二段136巷1號","02","一般護理之家","<year=104&class=2>","","04-26578057","04-26574114","無","d4499@ms.sltung.com.tw","True","","70","11","1",
"明依護理之家","臺中市","后里區","泰安里福美路2-6號","臺中市后里區泰安里福美路2-6號","02","一般護理之家","<year=103&class=2>","","無","無","無","a7436000535@yahoo.com.tw","True","","30","4","0",
"佛教慈濟醫療財團法人附設台中慈濟護理之家","臺中市","潭子區","豐興路一段66號2至6樓(不含4樓)","臺中市潭子區豐興路一段66號2至6樓(不含4樓)","02","一般護理之家","<year=104&class=1>","","04-36060666","04-36020123","無","shuting@tzuchi.com.tw","True","","500","32","0",
"幸福家園護理之家","臺中市","大雅區","中清東路46號","臺中市大雅區中清東路46號","02","一般護理之家","<year=103&class=3>","","04-25608796","無","無","a0960775151@yahoo.com.tw","True","","99","7","0",
"感恩護理之家","臺中市","新社區","新社里興安路31巷41-1、41-2號","臺中市新社區新社里興安路31巷41-1、41-2號","02","一般護理之家","<year=102&class=2>","","04-25820736","04-25824335","無","eop545@yahoo.com.tw","True","","45","3","0",
"財團法人馨園護理之家","臺中市","新社區","東興里東湖街1段99巷30號","臺中市新社區東興里東湖街1段99巷30號","02","一般護理之家","<year=104&class=3>","","04-25823296","04-25823295","無","raia37398466@yahoo.com.tw","True","","98","10","1",
"養生園護理之家","臺中市","石岡區","豐勢路國中巷1-3號","臺中市石岡區豐勢路國中巷1-3號","02","一般護理之家","<year=104&class=2>","","04-25812259","04-25821946","無","ir00129358@hotmail.com","True","","99","6","0",
"水美護理之家","臺中市","外埔區","水美里二崁路672號","臺中市外埔區水美里二崁路672號","02","一般護理之家","<year=102&class=3>","","04-26888447","04-26882722","無","kety1966@gmail.com","True","","99","9","0",
"永康護理之家","臺中市","外埔區","水美里二崁路589號","臺中市外埔區水美里二崁路589號","02","一般護理之家","<year=104&class=2>","","04-26876789","04-26873111","無","ching4588@gmail.com","True","","250","10","0",
"康禎護理之家","臺中市","外埔區","水美路20-1號","臺中市外埔區水美路20-1號","02","一般護理之家","<year=104&class=1>","","04-26877296","04-26879977","無","kangien01@yahoo.com.tw","True","","280","19","2",
"台中佳醫護理之家","臺中市","西區","民權路300號3、5、6樓(不含4樓)","臺中市西區民權路300號3、5、6樓(不含4樓)","02","一般護理之家","<year=104&class=3>","","04-23016100","04-23016133","無","chenruby99@gmail.com","True","","79","7","0",
"衛生福利部臺中醫院附設護理之家","臺中市","西區","三民路一段199號〈A棟4樓；B棟1~4樓；C棟1樓〉","臺中市西區三民路一段199號〈A棟4樓；B棟1~4樓；C棟1樓〉","02","一般護理之家","<year=104&class=1>","","04-22294411#6566","04-22238991","無","taic80236@mail.taic.doh.gov.tw","True","","190","23","0",
"鈺善園護理之家","臺中市","北區","育德里華中街30號","臺中市北區育德里華中街30號","02","一般護理之家","<year=102&class=2>","","0920038547","無","無","lingchiaju@gmail.com","True","","74","7","0",
"順天醫療社團法人附設順天護理之家","臺中市","北區","三民路3段333號B棟1～4樓(1樓18床；2樓23床；3樓22床；4樓25床)","臺中市北區三民路3段333號B棟1～4樓(1樓18床；2樓23床；3樓22床；4樓25床)","02","一般護理之家","<year=104&class=3>","","04-22333676-160","04-22384414","無","AE0189@st-hospital.com.tw","True","","88","7","0",
"私立杏德護理之家","臺中市","北區","陝西二街11號","臺中市北區陝西二街11號","02","一般護理之家","<year=104&class=3>","","04-22971122","04-22964832","無","lu22056359@yahoo.com.tw","True","","70","5","0",
"國軍台中總醫院附設民眾診療服務處中清分院附設護理之家","臺中市","北區","忠明路500號","臺中市北區忠明路500號","02","一般護理之家","<year=104&class=3>","","04-22024801","04-22024427","無","home15233@yahoo.com.tw","True","","99","10","0",
"享溫心護理之家","臺中市","西屯區","西屯安和路125之1號","臺中市西屯區西屯安和路125之1號","02","一般護理之家","<year=103&class=3>","","04-24639185","04-24636891","無","ching4588@gmail.com","True","","50","6","1",
"康福護理之家","臺中市","西屯區","重慶路431、433號2~7樓","臺中市西屯區重慶路431、433號2~7樓","02","一般護理之家","<year=102&class=3>","","04-23153378","04-23153379","無","yeshe357@yahoo.com.tw","True","","216","15","1",
"財團法人敬德基金會附設護理之家","臺中市","西屯區","敬德街8號","臺中市西屯區敬德街8號","02","一般護理之家","<year=103&class=2>","","04-24614546","04-24615487","無","hui_jungo106@yahoo.com.tw","True","","200","15","1",
"臺中市私立葳閣護理之家","臺中市","南屯區","永春東路892號","臺中市南屯區永春東路892號","02","一般護理之家","<year=104&class=3>","","04-23828855","無","無","b09713012@yahoo.com.tw","True","","85","7","0",
"林新醫療社團法人附設林新護理之家","臺中市","南屯區","惠中路3段36號B棟4樓","臺中市南屯區惠中路3段36號B棟4樓","02","一般護理之家","<year=102&class=2>","","04-22586688-1651","04-36009895","無","ls86@lshosp.com.tw","True","","68","8","0",
"華穗護理之家","臺中市","北屯區","松竹南街6號","臺中市北屯區松竹南街6號","02","一般護理之家","<year=104&class=1>","","04-22471888","04-22416651","無","ft971224@gmail.com","True","","137","16","1",
"弘光科技大學附設老人醫院附設護理之家","臺中市","北屯區","太原路三段1141號","臺中市北屯區太原路三段1141號","02","一般護理之家","<year=104&class=3>","","04-22390600","04-22392703","無","did0921@yahoo.com.tw","True","","143","10","0",
"九德大愛護理之家","臺中市","烏日區","中山路一段548號2、3、4、7樓","臺中市烏日區中山路一段548號2、3、4、7樓","02","一般護理之家","<year=103&class=1>","","04-2338#6285","04-23368457","無","d23386285@yahoo.com.tw","True","","97","12","1",
"宏愛護理之家","臺中市","烏日區","溪南路2段347巷51弄86號","臺中市烏日區溪南路2段347巷51弄86號","02","一般護理之家","<year=104&class=3>","","04-23351681","04-23354339","無","bongen3123@yahoo.com.tw","True","","47","4","0",
"本堂澄清醫院附設護理之家","臺中市","霧峰區","中正路720巷5號","臺中市霧峰區中正路720巷5號","02","一般護理之家","<year=102&class=2>","","04-23391000","04-23394557","無","cmchfish@yahoo.com.tw","True","","76","8","1",
"松群護理之家","臺中市","霧峰區","坑口里復興路二段655號","臺中市霧峰區坑口里復興路二段655號","02","一般護理之家","<year=104&class=3>","","04-23333897","04-23394197","無","i_am_wc@hotmail.com","True","","75","5","0",
"潤康護理之家","臺中市","太平區","長龍路一段268號","臺中市太平區長龍路一段268號","02","一般護理之家","<year=103&class=2>","","04-22799901","04-22767576","無","ruencome@dercome.org.tw","True","","42","3","0",
"賢德醫院附設護理之家","臺中市","太平區","樹孝路36號6樓","臺中市太平區樹孝路36號6樓","02","一般護理之家","<year=104&class=2>","","無","無","無","gcp75364@yahoo.com.tw","True","","67","9","0",
"大明護理之家","臺中市","太平區","新平路二段380號","臺中市太平區新平路二段380號","02","一般護理之家","<year=104&class=2>","","04-22773312","04-22773395","無","b09713012@yahoo.com.tw","True","","141","11","0",
"國軍台中總醫院附設民眾診療服務處附設護理之家","臺中市","太平區","中山路二段348號","臺中市太平區中山路二段348號","02","一般護理之家","<year=104&class=1>","","04-23931531","04-23929580","無","ju-jung@803.org.tw","True","","49","7","0",
"青松護理之家","臺中市","大里區","中投西路3段219號1-5樓","臺中市大里區中投西路3段219號1-5樓","02","一般護理之家","<year=102&class=1>","","04-2406-0111","04-2418-1556","無","d24060111@yahoo.com.tw","True","","248","25","4",
"葡萄園護理之家","臺中市","大里區","國光路二段500號1樓","臺中市大里區國光路二段500號1樓","02","一般護理之家","<year=104&class=2>","","04-24815880","04-24815878","無","ivynb058@gmail.com","True","","30","6","0",
"仁愛醫療財團法人附設大里仁愛護理之家","臺中市","大里區","六桂路22號2~3樓","臺中市大里區六桂路22號2~3樓","02","一般護理之家","<year=104&class=3>","","04-24819900","04-24822559","無","bui566566@yahoo.com.tw","True","","55","11","0",
"大里護理之家","臺中市","大里區","爽文路930號","臺中市大里區爽文路930號","02","一般護理之家","<year=103&class=3>","","04-24068926","04-24062026","無","dali.care@msa.hinet.net","True","","38","4","0",
"允泰護理之家","臺南市","新營區","信義街61-3號","臺南市新營區信義街61-3號","02","一般護理之家","<year=103&class=3>","","06-6333939","06-6328181","https://zh-tw.facebook.com/YunTaiNH","nh6333939@gmail.com","True","","53","4","0",
"佳園護理之家","臺南市","新營區","新榮五街100號","臺南市新營區新榮五街100號","02","一般護理之家","<year=103&class=3>","","06-6570303","06-6570505","http://www.tws999.com.tw/jiayan/","chuyanchih@yahoo.com.tw","True","","53","8","0",
"順康護理之家","臺南市","新營區","公誠街1號1-3樓","臺南市新營區公誠街1號1-3樓","02","一般護理之家","<year=104&class=2>","","06-6333119","06-6325152","http://www.6333119.hos.tw/styles/style1/indexpage.php?mnID=61","sunkan6333119@yahoo.com.tw","True","","41","4","0",
"衛生福利部新營醫院附設護理之家","臺南市","新營區","信義街73號","臺南市新營區信義街73號","02","一般護理之家","<year=104&class=2>","","06-6351131","06-6322103","http://www.syh.mohw.gov.tw/","10297@syh.mohw.gov.tw","True","","87","9","0",
"營新醫院附設護理之家","臺南市","新營區","隋唐街228號5-6樓","臺南市新營區隋唐街228號5-6樓","02","一般護理之家","<year=104&class=1>","","06-6592345","06-6593593","http://www.evernew-hospital.com.tw/page.asp?page=oldmancare","evernew.h888@msa.hinet.net","True","","99","14","0",
"長泰護理之家","臺南市","新營區","興安里新進路203號1-3樓","臺南市新營區興安里新進路203號1-3樓","02","一般護理之家","<year=104&class=3>","","06-6321199","06-6329998","http://ctnh.com.tw","c10056t@gmail.com","True","","48","5","5",
"天佑護理之家","臺南市","鹽水區","田寮里35-1號","臺南市鹽水區田寮里35-1號","02","一般護理之家","<year=103&class=3>","","06-6553159","06-6550799","http://www.day.twmail.net/yellowpage/","chao0799@yahoo.com.tw","True","","28","4","0",
"全恩護理之家","臺南市","鹽水區","武廟路31-1號","臺南市鹽水區武廟路31-1號","02","一般護理之家","<year=103&class=3>","","06-6528236","06-6527031","https://www.pixnet.net/blog/profile/channshome0517","channshome1217@yahoo.com.tw","True","","46","4","0",
"私立天心護理之家","臺南市","鹽水區","舊營里52-1號1樓","臺南市鹽水區舊營里52-1號1樓","02","一般護理之家","<year=103&class=3>","","06-6521900","06-6521893","https://zh-tw.facebook.com/%E5%A4%A9%E5%BF%83%E8%AD%B7%E7%90%86%E4%B9%8B%E5%AE%B6-519928281421524/","hhp091263@yahoo.com.tw","True","","25","3","0",
"佑昇醫院附設護理之家","臺南市","白河區","民安路1號4-5樓","臺南市白河區民安路1號4-5樓","02","一般護理之家","<year=103&class=2>","","06-6841999","06-6853063","http://www.yousheng.com.tw/index.files/Page1020.htm","yoh626357@yahoo.com.tw","True","","68","5","0",
"祥安護理之家","臺南市","白河區","白河里中山路2-112號1-2樓","臺南市白河區白河里中山路2-112號1-2樓","02","一般護理之家","<year=104&class=2>","","06-6856555","06-6850600","http://www.shanan.com.tw/index.php","shin6856555@yahoo.com.tw","True","","59","5","0",
"大愛護理之家","臺南市","東山區","東正里1鄰東勢1-20號1樓","臺南市東山區東正里1鄰東勢1-20號1樓","02","一般護理之家","<year=103&class=3>","","06-6803010","06-6803010","https://zh-tw.facebook.com/pages/%E5%A4%A7%E6%84%9B%E8%AD%B7%E7%90%86%E4%B9%8B%E5%AE%B6/414413265301823","di6803010@yahoo.com.tw","True","","58","4","0",
"大愛護理之家","臺南市","東山區","東正里1鄰東勢1-20號1樓","臺南市東山區東正里1鄰東勢1-20號1樓","02","一般護理之家","<year=103&class=3>","","06-6803010","06-6803010","無","di6803010@yahoo.com.tw","True","","71","6","0",
"大愛護理之家","臺南市","東山區","東正里1鄰東勢1-20號1樓","臺南市東山區東正里1鄰東勢1-20號1樓","02","一般護理之家","<year=103&class=3>","","06-6803010","06-6803010","無","di6803010@yahoo.com.tw","True","","79","7","1",
"新總爺護理之家","臺南市","麻豆區","南勢里南勢86-11號","臺南市麻豆區南勢里南勢86-11號","02","一般護理之家","<year=104&class=3>","","06-5717766","06-5728086","https://sites.google.com/site/shfunenewyeh/home/guan-yu-xin-zong-ye","zongye571@gmail.com","True","","66","3","0",
"台南市私立康寧護理之家","臺南市","下營區","中營里1053號1-4樓","臺南市下營區中營里1053號1-4樓","02","一般護理之家","<year=103&class=3>","","06-6792296","06-6792297","https://zh-tw.facebook.com/TaiNanKangNingHuLiZhiJia","","True","","82","6","0",
"懷恩護理之家","臺南市","六甲區","中正路178-1號1-2樓","臺南市六甲區中正路178-1號1-2樓","02","一般護理之家","<year=104&class=3>","","06-6981565","06-6989408","https://zh-tw.facebook.com/huaien1965","huai_en1965@pchome.com.tw","True","","55","5","0",
"葫蘆埤護理之家","臺南市","官田區","隆本里中山路2段130巷16號","臺南市官田區隆本里中山路2段130巷16號","02","一般護理之家","<year=102&class=3>","","06-5790719","06-5791840","http://www.fulu.org.tw/","dabby0715@gmail.com","True","","50","5","0",
"台南市私立佳暘護理之家","臺南市","佳里區","六安里佳北路161號1-4樓","臺南市佳里區六安里佳北路161號1-4樓","02","一般護理之家","<year=104&class=3>","","06-7215159","06-7213615","http://www.ealhc.com/?theme=profilm","laiy10@yahoo.com.tw","True","","73","6","0",
"孝心護理之家","臺南市","學甲區","豐和里美和4-49號","臺南市學甲區豐和里美和4-49號","02","一般護理之家","<year=102&class=2>","","06-7830536","06-7835409","https://www.facebook.com/%E5%AD%9D%E5%BF%83%E8%AD%B7%E7%90%86%E4%B9%8B%E5%AE%B6-201209213379498/","happy14932433@yahoo.com.tw","True","","49","5","0",
"東林護理之家","臺南市","學甲區","豐和里7鄰美豐49-23號","臺南市學甲區豐和里7鄰美豐49-23號","02","一般護理之家","<year=104&class=4>","","06-7822955","06-7821115","https://zh-tw.facebook.com/%E6%9D%B1%E6%9E%97%E8%AD%B7%E7%90%86%E4%B9%8B%E5%AE%B6-184739518250056/","do.lin4366@msa.hinet.net","True","","74","5","0",
"辰安護理之家","臺南市","西港區","南海里東港12-8號1-3樓","臺南市西港區南海里東港12-8號1-3樓","02","一般護理之家","<year=104&class=2>","","06-7958559","06-7956228","無","a067958559@gmail.com","True","","83","7","0",
"台南縣私立唪口護理之家","臺南市","新化區","知義里知母義9-15號","臺南市新化區知義里知母義9-15號","02","一般護理之家","<year=104&class=2>","","06-5908356","06-5908827","https://sites.google.com/site/v5908356/","v5908356@hotmail.com","True","","95","7","0",
"永達醫療社團法人附設永善護理之家","臺南市","善化區","民族路166號","臺南市善化區民族路166號","02","一般護理之家","<year=104&class=3>","","06-5835131","06-5834560","http://yondsin.blogspot.tw/","u99029182@gmail.com","True","","120","11","1",
"侯安診所附設護理之家","臺南市","善化區","中山路351-1號3-4樓","臺南市善化區中山路351-1號3-4樓","02","一般護理之家","<year=103&class=3>","","06-5816161","06-5810930","http://www.5811111.hos.tw/home.php?turl=indexpage&f_ID=123","houannh@yahoo.com.tw","True","","29","3","0",
"開元護理之家","臺南市","善化區","成功路266巷25號","臺南市善化區成功路266巷25號","02","一般護理之家","<year=104&class=1>","","06-5858837","06-5858309","http://www.5858837.hos.tw/styles/style1/indexpage.php?mnID=412","kai.yuan837@msa.hinet.net","True","","65","9","1",
"永達醫療社團法人附設永新護理之家","臺南市","新市區","新市里復興路116號","臺南市新市區新市里復興路116號","02","一般護理之家","<year=104&class=3>","","06-5890459","06-5897234","http://yongxincare.blogspot.tw/","bbalintw1@yahoo.com.tw","True","","42","4","0",
"溫馨護理之家","臺南市","仁德區","新田里民安路2段57號1樓","臺南市仁德區新田里民安路2段57號1樓","02","一般護理之家","<year=104&class=4>","","06-2496667","06-2496667","無","rebeca58@ms42.hinet.net","True","","80","7","0",
"台南市私立祥允泰護理之家","臺南市","仁德區","忠義路339號","臺南市仁德區忠義路339號","02","一般護理之家","<year=103&class=3>","","06-2709666","06-2702310","http://www.shinging-time.com.tw/index.asp?au_id=1","nh2709666@hotmail.com.tw","True","","78","5","1",
"慈心護理之家","臺南市","仁德區","文賢路1段83號","臺南市仁德區文賢路1段83號","02","一般護理之家","<year=104&class=3>","","06-3663666","06-2660925","http://www.tzu-shin.com.tw/","chenshuhui970@yahoo.com.tw","True","","133","9","9",
"溫馨護理之家","臺南市","仁德區","新田里民安路2段57號1樓","臺南市仁德區新田里民安路2段57號1樓","02","一般護理之家","<year=104&class=4>","","06-2496667","06-2496667","http://www.snhome.com.tw/","rebeca58@ms42.hinet.net","True","","10","3","2",
"二甲護理之家","臺南市","歸仁區","沙崙里二甲165號","臺南市歸仁區沙崙里二甲165號","02","一般護理之家","<year=104&class=3>","","06-2399231","06-2308506","http://www.bowzen.com/01.asp","bowzen2399230@yahoo.com.tw","True","","72","6","0",
"杏福護理之家","臺南市","歸仁區","民族南街22號3樓","臺南市歸仁區民族南街22號3樓","02","一般護理之家","<year=104&class=3>","","06-2395231","06-3305166","http://b5712581.pixnet.net/blog","b5712581@yahoo.com.tw","True","","16","3","0",
"和欣護理之家","臺南市","歸仁區","六甲里凱旋路2段301號","臺南市歸仁區六甲里凱旋路2段301號","02","一般護理之家","<year=103&class=2>","","06-3388011","06-3388013","http://www.3388011.hos.tw/","hesin@livemail.tw","True","","99","9","0",
"松和護理之家","高雄市","燕巢區","角宿里中興路952","高雄市燕巢區角宿里中興路952","02","一般護理之家","<year=104&class=1>","","07-6140507","07-6140562","http://www.song-elderly.com.tw/about.htm","y650831@ms72.hinet.net","True","","94","5","0",
"高新醫院附設護理之家","高雄市","路竹區","中山路627號6-7樓","高雄市路竹區中山路627號6-7樓","02","一般護理之家","<year=104&class=3>","","07-6975903#600","無","https://goo.gl/Eh99cV","e6233595@gmail.com","True","","43","6","0",
"寶仁護理之家","臺南市","歸仁區","沙崙里二甲163號1-4樓","臺南市歸仁區沙崙里二甲163號1-4樓","02","一般護理之家","<year=104&class=3>","","06-2399230","06-2308506","http://www.bowzen.com/","bowzen2399230@yahoo.com.tw","True","","99","6","1",
"弘安護理之家","臺南市","永康區","大同街821號","臺南市永康區大同街821號","02","一般護理之家","<year=103&class=3>","","06-2331515","06-2025330","https://zh-tw.facebook.com/pages/%E5%BC%98%E5%AE%89%E8%AD%B7%E7%90%86%E4%B9%8B%E5%AE%B6/450605324981659","judoben123@yahoo.com.tw","True","","48","5","0",
"永保安康護理之家","臺南市","永康區","中華西街83號1-3樓","臺南市永康區中華西街83號1-3樓","02","一般護理之家","<year=102&class=2>","","06-3038888","06-3020688","http://ubak.com.tw/","s79201119@yahoo.com.tw","True","","96","8","0",
"永康廣善護理之家","臺南市","永康區","西勢路1巷398號1-2樓","臺南市永康區西勢路1巷398號1-2樓","02","一般護理之家","<year=104&class=1>","","06-2073722","06-2073723","http://2073722.honet.tw/2073722/index.php","candy71226@yahoo.com.tw","True","","129","10","1",
"永達醫療社團法人附設永達護理之家","臺南市","永康區","永大路2段1326號3-4樓","臺南市永康區永大路2段1326號3-4樓","02","一般護理之家","<year=104&class=2>","","06-2311111","06-2323439","https://www.facebook.com/ydhn1326/","ydh.hospita@msa.hinet.net","True","","40","5","0",
"私立南工護理之家","臺南市","永康區","中山南路231巷52號","臺南市永康區中山南路231巷52號","02","一般護理之家","<year=102&class=2>","","06-3038421","06-3020934","http://www.3038421.hos.tw/index.php","ng95331@yahoo.com.tw","True","","30","5","0",
"宜聖護理之家","臺南市","永康區","大橋五街153號1-2樓","臺南市永康區大橋五街153號1-2樓","02","一般護理之家","<year=104&class=3>","","06-3027655","06-3036256","http://www.tainancare.com/","hooh3027655@yahoo.com.tw","True","","35","4","0",
"怡安護理之家","臺南市","永康區","南工街212巷13弄2號、2-1號","臺南市永康區南工街212巷13弄2號、2-1號","02","一般護理之家","<year=104&class=3>","","06-2015382","06-2316328","https://www.facebook.com/pages/%E6%80%A1%E5%AE%89%E8%AD%B7%E7%90%86%E4%B9%8B%E5%AE%B6/439748602755352","qaddie@url.com.tw","True","","67","6","0",
"臺南市私立永康永明護理之家","臺南市","永康區","永明街25號1-4樓","臺南市永康區永明街25號1-4樓","02","一般護理之家","<year=103&class=3>","","06-2027888","06-2313131","http://www.yungming.com.tw/","service@yungming.com.tw","True","","30","4","0",
"德芳護理之家","臺南市","永康區","中山南路826號1樓","臺南市永康區中山南路826號1樓","02","一般護理之家","<year=104&class=3>","","06-2017170","06-2017205","https://www.facebook.com/pages/%E5%BE%B7%E8%8A%B3%E8%AD%B7%E7%90%86%E4%B9%8B%E5%AE%B6/380383698730485","d510120@yahoo.com.tw","True","","24","3","0",
"人慈護理之家","臺南市","東區","崇道路135號","臺南市東區崇道路135號","02","一般護理之家","<year=104&class=2>","","06-2891166","06-2891212","http://www.rentzu.com.tw/index.html","r656741@yahoo.com.tw","True","","51","3","0",
"台南市私立長佳護理之家","臺南市","東區","崇學路230巷59號4-5樓","臺南市東區崇學路230巷59號4-5樓","02","一般護理之家","<year=103&class=3>","","06-5101333","06-5101332","http://www.lgood94.com.tw/","lgood94@yahoo.com.tw","True","","41","4","0",
"美佑護理之家","臺南市","東區","崇德十九街39號","臺南市東區崇德十九街39號","02","一般護理之家","<year=102&class=2>","","06-2607608","06-2607609","http://meiyo.com.tw/","lessa@pchome.com.tw","True","","31","4","1",
"美晴護理之家","臺南市","東區","中華東路3段71號","臺南市東區中華東路3段71號","02","一般護理之家","<year=103&class=3>","","06-2603123","06-2605146","http://www.dai.com.tw/index.htm","mei.qing@yahoo.com.tw","True","","41","6","0",
