"單位名稱","地址_縣市","地址_鄉鎮市區","地址","設立地址","機構狀態","服務類型","評鑑等級","未評鑑原因","電話","傳真","單位網址","單位電子信箱","服務可提供量","許可_總床數","許可_養護床","許可_長照床","許可_安養床",
"臺南市私立美安老人養護中心","臺南市","新營區","東山三路69號","台南市新營區東山三路69號","1","養護型機構","<year=102&class=2>","","?06-6352262","?06-6321538","http://taianorg.myweb.hinet.net","?meian4342@yahoo.com.tw","True","36","36","0","0",
"臺南市私立新營老人長期照顧中心〈養護型〉","臺南市","新營區","舊?里2-10號及2之11號","台南市新營區舊?里2-10號及2之11號","1","養護型機構","<year=102&class=2>","","06-6581517","?06-6582393","http://www.sin-ying.com/about.html","sy.vh@msa.hinet.net","True","48","48","0","0",
"臺南市私立萬泰老人長期照顧中心〈養護型〉","臺南市","新營區","東山中路55號","台南市新營區東山中路55號","1","養護型機構","無","102年立案，將於105年完成評鑑","?06-6330899","?06-6330810","無","?r_880301@yahoo.com.tw","True","49","49","0","0",
"臺南市私立萬安老人長期照顧中心〈養護型〉","臺南市","新營區","中營里東山中路57號","台南市新營區中營里東山中路57號","1","養護型機構","<year=102&class=2>","","?06-6330899","?06-6330810","無","?r_880301@yahoo.com.tw","True","49","49","0","0",
"臺南市私立太子宮老人養護中心","臺南市","新營區","南里太子宮316-10號及316-11號 ","南市新營區太南里太子宮316-10號及316-11號 ","1","養護型機構","<year=102&class=3>","","?06-6525528","?06-6534485","http://www.tzk.com.tw/about-us.html","?tzk.tzk@msa.hinet.net","True","49","49","0","0",
"臺南市私立仁愛老人長期照顧中心〈養護型〉","臺南市","鹽水區","水秀里2鄰土庫6之22號","台南市鹽水區水秀里2鄰土庫6之22號","1","養護型機構","<year=102&class=3>","","?06-6531700","?06-6520696","http://6531700.honet.tw/","?zeeia6531700@yahoo.com.tw","True","42","42","0","0",
"臺南市私立天和老人長期照顧中心〈養護型〉","臺南市","後壁區","頂安里頂寮290之2號","台南市後壁區頂安里頂寮290之2號","1","養護型機構","<year=102&class=2>","","?06-6355553","無","無","r48629@yahoo.com.tw","True","48","48","0","0",
"臺南市私立存德老人養護中心","臺南市","後壁區","菁豐里1之4號","台南市後壁區菁豐里1之4號","1","養護型機構","<year=102&class=3>","","?06-6623588","?06-6623559","http://www.tws999.com.tw/tsuente/","?ten600629@yahoo.com.tw","True","32","32","0","0",
"臺南市私立廣恩老人養護中心","臺南市","東山區","三榮里木柵60號之1","台南市東山區三榮里木柵60號之1","1","養護型機構","<year=102&class=3>","","?06-6801785","?06-6801977","無","sandy840610@yahoo.com.tw","True","49","49","0","0",
"臺南市私立大慶老人長期照顧中心(養護型)","臺南市","東山區","東中里12鄰育群街1號","台南市東山區東中里12鄰育群街1號","1","養護型機構","無","3","06-6804197 ","無","無","dachin508@gmail.com","True","44","44","0","0",
"臺南市私立清心園老人長期照顧中心〈養護型〉","臺南市","麻豆區","港尾里客子寮1-27號","台南市麻豆區港尾里客子寮1-27號","1","養護型機構","<year=102&class=2>","","?06-5700010","?06-5702957","http://www.easyfamily.com.tw/","?email.madou@msa.hinet.net","True","48","48","0","0",
"財團法人臺南市私立麻豆社會福利慈善事業基金會附設臺南市私立麻豆老人養護中心","臺南市","麻豆區","中民里謝厝寮101-35號","台南市麻豆區中民里謝厝寮101-35號","1","養護型機構","<year=102&class=3>","","?06-5710979","?06-5717265","http://www.madou-resthome.com.tw/index.php","madou.care@gmail.com","True","200","200","0","0",
"臺南市私立和平老人長期照顧中心〈養護型〉","臺南市","下營區","仁里里工業街2巷19號","台南市下營區仁里里工業街2巷19號","1","養護型機構","<year=102&class=3>","","?06-6898268","?06-6899767","http://www.6898268.hos.tw/","?huang500hot@hotmail.com","True","48","48","0","0",
"臺南市官田老人養護中心","臺南市","官田區","隆本里中華路一段325號","台南市官田區隆本里中華路一段325號","1","養護型機構","<year=103&class=2>","","06-5790749","?06-5790121","http://www.guantian.com.tw/","aujuan59@yahoo.com.tw","True","152","152","0","0",
"臺南市私立融園老人長期照顧中心〈養護型〉","臺南市","官田區","拔林里86-5號","台南市官田區拔林里86-5號","1","養護型機構","<year=102&class=2>","","?06-5793333","?06-5793306","https://www.facebook.com/TaiNanShiSiLiRongYuanLaoRenZhangQiZhaoGuZhongXin?ref=notif?if_t=page_user_activity","?t198332002@yahoo.com.tw","True","49","49","0","0",
"臺南市私立康慈老人長期照顧中心〈養護型〉","臺南市","大內區","頭社里6鄰頭社83-16號","台南市大內區頭社里6鄰頭社83-16號","1","養護型機構","<year=102&class=3>","","?06-5761878","?06-5765673","http://www.loveandhealthy.com.tw/html/about/about.aspx","?0325@loveandhealthy.com.tw","True","49","49","0","0",
"臺南市私立公園老人長期照顧中心(養護型)","臺南市","佳里區","六安里佳北路165及165-1號","台南市佳里區六安里佳北路165及165-1號","1","養護型機構","<year=102&class=3>","","06-7212829","?06-7213615","無","laiy@yahoo.com.tw","True","48","48","0","0",
"臺南市私立康泰老人長期照顧中心（養護型）","臺南市","佳里區","建南里佳南路799號","台南市佳里區建南里佳南路799號","1","養護型機構","<year=103&class=2>","","?06-7222955","?06-7222956","http://www.kt.url.tw/","?kangtaichen0925@gmail.com","True","48","48","0","0",
"臺南市私立宏佳老人養護院","臺南市","佳里區","建南里四維二街221號","台南市佳里區建南里四維二街221號","1","養護型機構","<year=102&class=2>","","?06-7230265","?06-7211965","無","wenyi.hw223@msa.hinet.net","True","39","39","0","0",
"臺南市私立宏祐老人養護之家","臺南市","佳里區","海澄里番子寮45號之16","台南市佳里區海澄里番子寮45號之16","1","養護型機構","<year=102&class=2>","","06-7230265","無","無","wenyi.hw223@msa.hinet.net","True","49","49","0","0",
"臺南市私立宏丞老人養護之家","臺南市","佳里區","海澄里番子寮45號之15","台南市佳里區海澄里番子寮45號之15","1","養護型機構","<year=102&class=2>","","?06-7215800","?06-7215700","無","wenyi.hw223@msa.hinet.net","True","46","46","10","0",
"臺南市私立宏瑋養護院","臺南市","佳里區","建南里四維二街223號","台南市佳里區建南里四維二街223號","1","養護型機構","<year=102&class=2>","","?06-7230265","?06-7226685","無","wenyi.hw223@msa.hinet.net","True","48","48","0","0",
"臺南市私立健樂老人養護中心","臺南市","學甲區","豐和里美和路4之51號","台南市學甲區豐和里美和路4之51號","1","養護型機構","無","3","?06-7830536","?06-7835409","無","?happy14932433@yahoo.com.tw","True","49","49","0","0",
"臺南市私立樂健心?養護中心","臺南市","學甲區","豐和里1鄰4-53號","台南市學甲區豐和里1鄰4-53號","1","養護型機構","<year=102&class=2>","","?06-7830536","?06-7835409","無","?happy14932433@yahoo.com.tw","True","49","49","0","0",
"臺南市私立學甲老人養護中心","臺南市","學甲區","秀昌里煥昌140-52號","台南市學甲區秀昌里煥昌140-52號","1","養護型機構","<year=102&class=2>","","?06-7820353","?06-7836203","http://eldercare.myweb.hinet.net/","?elder.care@msa.hinet.net","True","49","49","0","0",
"臺南市私立馨園老人長期照顧中心〈養護型〉","臺南市","學甲區","新生里中山路98號","台南市學甲區新生里中山路98號","1","養護型機構","<year=102&class=3>","","06-7834077","無","無","r7834077@yahoo.com.tw","True","48","33","0","0",
"臺南市私立為仁老人長期照顧中心〈養護型〉","臺南市","西港區","慶安里4鄰中州89號","台南市西港區慶安里4鄰中州89號","1","養護型機構","<year=102&class=3>","","?06-7956402","?06-7956402","無","?love7956402@yahoo.com.tw","True","30","30","0","0",
"臺南市私立家園老人養護中心","臺南市","西港區","西港里慶安村中山路479號","台南市西港里慶安村中山路479號","1","養護型機構","<year=102&class=2>","","?06-7955282","?06-7955383","無","?homefamily479@yahoo.com.tw","True","49","49","0","0",
"臺南市私立春柏養護中心","臺南市","西港區","永樂里溪埔寮162號","台南市西港區永樂里溪埔寮162號","1","養護型機構","<year=102&class=3>","","06-7955951","?06-7955951","無","?healthy1123@yahoo.com.tw","True","48","48","0","0",
"臺南市私立藤澤養護之家","臺南市","西港區","劉厝里13鄰劉厝110之3號","台南市西港區劉厝里13鄰劉厝110之3號","1","養護型機構","<year=102&class=3>","","?06-7952180","?06-7958436","http://www.teng-ze.com/index.html","?mycare.service@msa.hinet.net","True","40","40","0","0",
"臺南市私立順園老人長期照顧中心(養護型)","臺南市","將軍區","長榮里6鄰長榮66-12號","台南市將軍區長榮里6鄰長榮66-12號","1","養護型機構","<year=103&class=2>","","?06-7941286","?06-7942058","https://sites.google.com/site/shunyuanconservation/","?full101999@gmail.com","True","48","48","0","0",
"臺南市私立喜園老人長期照顧中心（養護型）","臺南市","將軍區","長榮里長榮66-11號","台南市將軍區長榮里長榮66-11號","1","養護型機構","無","3","06-7941286","無","https://sites.google.com/site/shunyuanconservation/","fu11101999@gmail.com","True","48","48","0","0",
"臺南市私立天寶老人養護中心","臺南市","新化區","唪口里唪口201號","台南市新化區唪口里唪口201號","1","養護型機構","<year=102&class=3>","","?06-5982336","?06-5973663","無","?fengkou201@yahoo.com.tw","True","24","24","0","0",
"臺南市私立松柏養護之家","臺南市","新化區","全興里竹子腳136-1號","台南市新化區全興里竹子腳136-1號","1","養護型機構","<year=102&class=3>","","?06-5980662","無","無","z123456cs@yahoo.com.tw","True","48","48","0","0",
"財團法人臺南市私立佛教觀音村社會福利慈善事業基金會附設臺南市私立觀音村老人養護靜修院","臺南市","新化區","那拔里那拔林1-10號","台南市新化區那拔里那拔林1-10號","1","養護型機構","<year=102&class=3>","","06-5912800","?06-5912620","http://5912012.org/","?m14688640@yahoo.com.tw","True","80","80","0","0",
"臺南市私立新化養護之家","臺南市","新化區","護國里中山路32號","台南市新化區護國里中山路32號","1","養護型機構","<year=102&class=3>","","?06-5906959","?06-5906859","無","?l5901818@yahoo.com.tw","True","49","49","0","0",
"財團法人台灣省台南市台灣首廟天壇附設臺南市私立天壇老人養護中心","臺南市","新化區","知義里新和庄22號","台南市新化區知義里新和庄22號","1","養護型機構","<year=102&class=2>","","?06-5800111","?06-5902931","http://www.ttcare.org.tw/","?ttef.c2@msa.hinet.net","True","250","250","0","0",
"臺南市私立安心養護之家","臺南市","善化區","東昌里東勢寮1-17號","台南市善化區東昌里東勢寮1-17號","1","養護型機構","<year=102&class=1>","","?06-5835388","?06-5835394","http://annshien.myweb.hinet.net/","?aaa5835388@yahoo.com.tw","True","46","46","0","0",
"臺南市私立新市養護中心","臺南市","善化區","坐駕里中正路430,432號","台南市善化區坐駕里中正路430,432號","1","養護型機構","<year=102&class=3>","","06-5838209","?06-5831034","無","shiehhospital@yahoo.com.tw","True","14","14","0","0",
"臺南市私立惠群老人長期照顧中心（養護型）","臺南市","仁德區","成功村成功一街106號","台南市仁德區成功村成功一街106號","1","養護型機構","<year=102&class=3>","","?06-2684356","?06-3361619","http://www.2684356.hos.tw/","hct141@yahoo.com.tw","True","31","31","0","0",
"臺南市私立慈安老人長期照顧中心〈養護型〉","臺南市","仁德區","成功村成功二街200號","台南市仁德區成功村成功二街200號","1","養護型機構","<year=102&class=3>","","?06-2905728","?06-2905792","http://tzu-an.com/","csf821225@yahoo.com.tw","True","48","48","0","0",
"臺南市私立仁田老人長期照顧中心〈養護型〉","臺南市","仁德區","仁德里文華路三段460號","台南市仁德區仁德里文華路三段460號","1","養護型機構","<year=102&class=3>","","?06-2797977","?06-2797927","無","?kindlygroup@hotmail.com","True","30","30","0","0",
"臺南市私立長祐老人長期照顧中心(養護型)","臺南市","仁德區","中生里中洲129之15號","台南市仁德區中生里中洲129之15號","1","養護型機構","<year=102&class=3>","","06-2666425","無","http://www.mashup.com.tw/zang-iou/","r222088087@yahoo.com.tw","True","49","49","0","0",
"臺南市私立尚美老人養護中心","臺南市","仁德區","後壁里中正路2段187巷12號","台南市仁德區後壁里中正路2段187巷12號","1","養護型機構","<year=102&class=3>","","06-2496576","?06-2037470","http://sanmay.ho.net.tw/","?wuchiou@ms13.hinet.net","True","27","27","0","0",
"臺南市私立迦南山莊老人長期照顧中心(養護型)","臺南市","仁德區","仁德里中山路870巷215號","台南市仁德區仁德里中山路870巷215號","1","養護型機構","無","3","?06-2884303","無","無","vivi2759463@gmail.com","True","49","49","0","0",
"臺南市私立宜福老人長期照顧中心(養護型)","臺南市","歸仁區","六甲里六甲八街139號","台南市歸仁區六甲里六甲八街139號","1","養護型機構","<year=103&class=2>","","06-2308532","無","http://www.yifu.hos.tw/","yifu0418@yahoo.com.tw","True","49","49","0","0",
"臺南市私立歸仁愛心養護中心","臺南市","歸仁區","七甲里中正北路二段417巷118號","台南市歸仁區七甲里中正北路二段417巷118號","1","養護型機構","<year=102&class=3>","","?06-2396618","?06-2396619","http://2396618.251.tw/2396618/info.php?ti=1369129797","?lovsing@yahoo.com.tw","True","48","48","0","0",
"臺南市私立媽廟老人養護院","臺南市","歸仁區","媽廟村和順路一段336巷16號","台南市歸仁區媽廟村和順路一段336巷16號","1","養護型機構","<year=102&class=2>","","?06-2719123","?06-2719393","https://www.facebook.com/MaMiaoHome","?mahome2719123@yahoo.com.tw","True","48","48","0","0",
"臺南市私立南臺養護中心","臺南市","永康區","尚頂里南台街65號","台南市永康區尚頂里南台街65號","1","養護型機構","<year=102&class=3>","","06-2425538","?06-2424271","https://www.facebook.com/nantaist65","?nantai.66@msa.hinet.net","True","48","48","0","0",
"臺南市私立華恩養護之家","臺南市","永康區","南台街13巷45號10F之1,2","台南市永康區南台街13巷45號10F之1,2","1","養護型機構","<year=102&class=3>","","?06-2546565","?06-2546299","無","d94980288@yahoo.com.tw","True","16","16","0","0",
"臺南市私立友廉養護中心","臺南市","永康區","六合里六合路55之1號","台南市永康區六合里六合路55之1號","1","養護型機構","<year=102&class=2>","","?06-2020707","無","無","?ylhcc010@yahoo.com.tw","True","32","32","0","0",
"臺南市私立保健養護中心","臺南市","永康區","五王里五福街19號、21號","台南市永康區五王里五福街19號、21號","1","養護型機構","<year=102&class=3>","","?06-2028884","?06-3021133","無","?d543354@yahoo.com.tw","True","31","31","0","0",
"臺南市私立永康慈善老人養護之家","臺南市","永康區","龍潭里龍國街562號","台南市永康區龍潭里龍國街562號","1","養護型機構","<year=102&class=2>","","?06-2015439","?06-2015437","http://www.ci-shan.hos.tw/","?w430113@yahoo.com.tw","True","44","44","0","0",
"臺南市私立樺馨苑老人長期照顧中心(養護型)","臺南市","永康區","大灣路942巷641弄75號","台南市永康區大灣路942巷641弄75號","1","養護型機構","無","3","06-2719998","無","無","a062719998@yahoo.com.tw","True","47","47","0","0",
"臺南市私立康鈞老人長期照顧中心〈養護型〉","臺南市","永康區","二王里8鄰中山南路858號","台南市永康區二王里8鄰中山南路858號","1","養護型機構","<year=102&class=2>","","?06-2020816","?06-2024888","http://www.kangjun.com.tw/p1.html","?kang.jun@msa.hinet.net","True","48","48","0","0",
"臺南市私立和春老人長期照顧中心〈養護型〉","臺南市","永康區","五王里26鄰振興路98號","台南市永康區五王里26鄰振興路98號","1","養護型機構","<year=102&class=3>","","?06-3025908","?06-3026781","無","?hochun.care@gmail.com","True","49","49","0","0",
"臺南市私立維康老人養護中心","臺南市","永康區","大橋里大橋5街151號","台南市永康區大橋里大橋5街151號","1","養護型機構","<year=102&class=3>","","?06-3027655","?06-3036256","http://3027655.com.tw/","?hooh3027655@yahoo.com.tw","True","39","39","0","0",
"臺南市私立有德老人長期照顧中心(養護型)","臺南市","東區","6鄰自由路1段61號","台南市東區6鄰自由路1段61號","1","養護型機構","<year=103&class=2>","","?06-3352768","?06-2891768","http://www.youde.com.tw/about.html","?youde3352768@yahoo.com","True","48","48","0","0",
"台南市私立愛惠老人養護中心","臺南市","東區","東門路二段236號","台南市東區東門路二段236號","1","養護型機構","<year=102&class=3>","","?06-2684254","?06-2899488","無","?lovecan236@yahoo.com.tw","True","28","28","0","0",
"台南市私立長佳老人養護中心","臺南市","東區","崇學路230巷59號2、3樓","台南市東區崇學路230巷59號2、3樓","1","養護型機構","<year=102&class=3>","","?06-2676812","?06-5101332","http://www.lgood94.com.tw/","?lgood94@yahoo.com.tw","True","49","49","0","0",
"台南市私立佑惠老人養護中心","臺南市","東區","自由路2段176號1-2樓","台南市東區自由路2段176號1-2樓","1","養護型機構","<year=102&class=3>","","?06-2695457","?06-2693931","無","yy671003@yahoo.com.tw","True","21","21","0","0",
"台南市私立千慈老人養護中心","臺南市","東區","崇道路139號","台南市東區崇道路139號","1","養護型機構","<year=102&class=2>","","?06-2891166","?06-2891212","無","?r656741@yahoo.com.tw","True","35","35","0","0",
"台南市私立平安老人養護中心","臺南市","東區","崇明二十街23號","台南市東區崇明二十街23號","1","養護型機構","<year=102&class=3>","","?06-2602050","?06-2895079","無","palin001@yahoo.com.tw","True","49","49","0","0",
"台南市私立同德老人養護中心","臺南市","東區","崇德26街7號","台南市東區崇德26街7號","1","養護型機構","<year=102&class=3>","","?06-2697970","無","無","d121570350@gmail.com","True","48","48","0","0",
"台南市私立崇善老人養護中心","臺南市","東區","崇善路1089巷57號","台南市東區崇善路1089巷57號","1","養護型機構","<year=102&class=3>","","?06-3364911","?06-3364911","無","?mumu1031202@yahoo.com.tw","True","45","45","0","0",
"台南市私立中華老人養護中心","臺南市","東區","崇善路741號","台南市東區崇善路741號","1","養護型機構","<year=102&class=3>","","?06-3356320","?06-3361221","無","?shih67@kimo.com","True","19","19","0","0",
"財團法人台灣省台南市天主教仁愛修女會附設台南市私立老吾老養護中心","臺南市","南區","金華路一段530巷19號","台南市南區金華路一段530巷19號","1","養護型機構","<year=102&class=2>","","?06-2635206","?06-2657084","http://www.lauwulau.org.tw","?lauwulau@gmail.com","True","79","54","25","0",
"財團法人台灣省私立台南仁愛之家新都養護所","臺南市","南區","新都路346號","台南市南區新都路346號","1","養護型機構","<year=102&class=2>","","06-2630431","無","http://www.thop.org.tw/V2/03/","thop30@mail.thop.org.tw","True","139","139","0","0",
"台南市私立瑞園老人養護中心","臺南市","南區","三官路205號","台南市南區三官路205號","1","養護型機構","<year=102&class=3>","","?06-2652911","?06-2639737","無","?aeach.a2911@msa.hinet.net","True","48","48","0","0",
"台南市私立明興老人養護中心","臺南市","南區","喜東里明興路320號2-3樓","台南市南區喜東里明興路320號2-3樓","1","養護型機構","<year=102&class=3>","","?06-2622377","?06-2629181","http://www.min-shin.com/","?daphne.haug@msa.hinet.net","True","48","48","0","0",
"台南市私立健康老人長期照顧中心","臺南市","南區","永南街20號","台南市南區永南街20號","1","養護型機構","<year=102&class=3>","","?06-2614516","?06-2617182","http://www.tws999.com.tw/health/","?health99998@yahoo.com.tw","True","45","45","0","0",
"台南市私立長生老人養護中心","臺南市","南區","南功街36號","台南市南區南功街36號","1","養護型機構","<year=102&class=3>","","?06-2916098","?06-2916476","http://www.everlifecare.com.tw/","?everlifecare@yahoo.com.tw","True","47","47","0","0",
"臺南市私立惠慈老人長期照顧中心(養護型)","臺南市","南區","公英一街37巷35號、41號","台南市南區公英一街37巷35號、41號","1","養護型機構","<year=103&class=3>","","06-3368789","無","無","ncku3587@yahoo.com.tw","True","38","38","0","0",
"臺南市私立樂活屋老人長期照顧中心(養護型)","臺南市","南區","新興路173號","台南市南區新興路173號","1","養護型機構","<year=103&class=3>","","06-2640777","無","無","cynthia_wsl@yahoo.com.tw","True","48","48","0","0",
"台南市私立國民老人長期照顧中心(養護型)","臺南市","南區","大恩里國民路60巷9號","台南市南區大恩里國民路60巷9號","1","養護型機構","<year=102&class=3>","","06-2891829","無","無","m5196161@yahoo.com.tw","True","38","38","0","0",
"台南市私立福康老人長期照顧中心(養護型)","臺南市","南區","大恩里大同路2段640巷35弄3、5號","台南市南區大恩里大同路2段640巷35弄3、5號","1","養護型機構","<year=102&class=3>","","06-2908005","無","無","Hank9532@hotmail.com","True","21","21","0","0",
"臺南市私立永佳老人長期照顧中心(養護型)","臺南市","南區","永成路二段827巷25弄28號3樓","台南市南區永成路二段827巷25弄28號3樓","1","養護型機構","無","3","06-2960052","無","無","yongjia5588@yahoo.com.tw","True","24","24","0","0",
"臺南市私立詮恩老人長期照顧中心(養護型)","臺南市","北區","正風里公園路952巷42號","台南市北區正風里公園路952巷42號","1","養護型機構","無","3","?06-2520670","?06-2520655","無","?chan.en.952@gmail.com.tw","True","47","47","0","0",
"臺南市私立正覺老人長期照顧中心(養護型)","臺南市","北區","正覺街47號","台南市北區正覺街47號","1","養護型機構","無","3","06-2525350","無","無","rr196896@yahoo.com.tw","True","48","48","0","0",
"臺南市私立佳和老人長期照顧中心(養護型)","臺南市","北區","成?里北成路350號","台南市北區成?里北成路350號","1","養護型機構","<year=102&class=3>","","06-2826727","無","無","jh1001207@yahoo.com.tw","True","47","47","0","0",
"臺南市私立宜家老人長期照顧中心(養護型)","臺南市","北區","五福里12鄰成功路246號","台南市北區五福里12鄰成功路246號","1","養護型機構","<year=103&class=2>","","?06-2230861","?06-2238150","無","?yijia0246@yahoo.com.tw","True","44","44","0","0",
"台南市私立聖功老人養護中心","臺南市","北區","文成路785號","台南市北區文成路785號","1","養護型機構","<year=102&class=2>","","?06-2591081","?06-3587824","http://www.sheng-gong.com.tw/","?shenggong23@yahoo.com.tw","True","40","40","0","0",
"財團法人台灣省私立台南仁愛之家成功養護中心","臺南市","北區","成功路238巷11號","台南市北區成功路238巷11號","1","養護型機構","<year=102&class=2>","","06-2252114","無","http://www.thop.org.tw/V2/08/","thop50@mail.thop.org.tw","True","54","54","0","0",
"台南市私立慈愛老人養護中心","臺南市","北區","北園街89號3樓","台南市北區北園街89號3樓","1","養護型機構","<year=102&class=1>","","?06-2384111-3000","?06-2096090","http://2088818.com/article1.html","?leling670101@yahoo.com.tw","True","49","49","0","0",
"台南市私立麗新老人養護中心","臺南市","安南區","公學路四段54巷90號","台南市安南區公學路四段54巷90號","1","養護型機構","<year=102&class=3>","","?06-2873078","?06-2872757","http://www.lixin.com.tw/menu01.htm","?lisin90@yahoo.com.tw","True","31","31","0","0",
"台南市私立佳欣老人養護中心","臺南市","安南區","公學路四段54巷117號","台南市安南區公學路四段54巷117號","1","養護型機構","<year=102&class=3>","","?06-2872816","?06-2872757","無","?lisin90@yahoo.com.tw","True","24","24","0","0",
"台南市私立和豐園老人長期照顧中心","臺南市","安南區","國安街196號","台南市安南區國安街196號","1","養護型機構","<year=102&class=2>","","?06-2800959","?06-3589953","http://seo.docs.com.tw/care/","?men2364@yahoo.com.tw","True","48","48","0","0",
"台南市私立佑康老人長期照顧中心","臺南市","安南區","安通路4段119巷24號","台南市安南區安通路4段119巷24號","1","養護型機構","<year=102&class=3>","","?06-2569757","?06-2565971","無","?hooh3027655@yahoo.com.tw","True","23","23","0","0",
"台南市私立同安老人長期照顧中心","臺南市","安南區","同安路17巷18號","台南市安南區同安路17巷18號","1","養護型機構","<year=102&class=2>","","?06-2466618","?06-2466619","無","?tongan168888@yahoo.com.tw","True","48","48","0","0",
"臺南市私立愛和老人長期照顧中心(養護型)","臺南市","安南區","海佃路3段273號","台南市安南區海佃路3段273號","1","養護型機構","<year=103&class=3>","","?06-2562281","?06-2569543","http://i-ho.myweb.hinet.net/","?iho.i960312@msa.hinet.net","True","44","44","0","0",
"臺南市私立長和老人長期照顧中心(養護型)","臺南市","安南區","布袋里長和路4段285號","台南市安南區布袋里長和路4段285號","1","養護型機構","<year=103&class=2>","","06-2552551","無","http://www.chahltcc.com/introduction.asp","chah.ltcc@msa.hinet.net","True","48","48","0","0",
"臺南市私立安和老人長期照顧中心(養護型)","臺南市","安南區","布袋里長和路4段283號","台南市安南區布袋里長和路4段283號","1","養護型機構","無","101年11月立案，於104年12月底進行評鑑，成績尚未確認","?06-2558385","無","http://www.chahltcc.com/introduction.asp","?chahltcc@gmail.com","True","48","48","0","0",
"臺南市私立美麗園老人長期照顧中心(養護型)","臺南市","安南區","顯宮里北汕尾三路532號","台南市安南區顯宮里北汕尾三路532號","1","養護型機構","無","3","06-2571212","無","http://www.ukminc.com/","ukminc.bg@msa.hinet.net","True","48","48","0","0",
"台南市私立馨心老人養護中心","臺南市","安平區","安平路162號","台南市安平區安平路162號","1","養護型機構","<year=102&class=3>","","?06-2507032","?06-3580761","無","?ssh162@yahoo.com.tw","True","25","25","0","0",
"財團法人台南市私立吾愛吾家養護中心","臺南市","安平區","永華十二街27巷10號","台南市安平區永華十二街27巷10號","1","養護型機構","<year=102&class=2>","","?06-2952763","?06-2994284","http://lovemyhome09.blogspot.tw/","?my.lohome@msa.hinet.net","True","68","68","0","0",
"台南市私立祐健老人養護中心","臺南市","中西區","開山路86號2樓、90號2、3樓","台南市中西區開山路86號2樓、90號2、3樓","1","養護型機構","<year=102&class=2>","","?06-2260303","?06-2200284","無","?lmk0619@hotmail.com","True","28","28","0","0",
"財團法人台南市基督教青年會社會福利慈善事業基金會附設台南市私立臨安老人養護中心","臺南市","中西區","民權路三段370號","台南市中西區民權路三段370號","1","養護型機構","<year=102&class=2>","","?06-3583000","?06-3589086","http://www.ymca-tainan.org.tw/old/about_old_care2.php","?tnymcasc@hotmail.com","True","68","68","0","0",
"台南市私立慈善老人養護中心","臺南市","中西區","府前一街9巷12弄77、79號","台南市中西區府前一街9巷12弄77、79號","1","養護型機構","<year=102&class=2>","","?06-2994591","?06-2994521","http://www.tsz-shan.com.tw/","?cs14691856@yahoo.com.tw","True","45","45","0","0",
"台南市私立慈心老人養護中心","臺南市","中西區","臨安路一段193號2~4樓","台南市中西區臨安路一段193號2~4樓","1","養護型機構","<year=102&class=2>","","?06-2586999","?06-2587111","無","?tzushin.linan@msa.hinet.net","True","42","42","0","0",
"桃園市私立康全老人長期照顧中心(養護型)","桃園市","桃園區","樹林四街26號1、2F","桃園市桃園區樹林四街26號1、2F","1","養護型機構","<year=104&class=2>","","?03-3615577","?03-3617755","http://www.kangchuan.com.tw/","?k3615577@yahoo.com.tw","True","38","38","0","0",
"桃園市私立家悅老人長期照顧中心(養護型)","桃園市","桃園區","新生路165號5樓之2","桃園市桃園區新生路165號5樓之2","1","養護型機構","<year=104&class=2>","","?03-3347259","?03-3347138","http://www.chiayah.com/index.html","?cody1655@gmail.com","True","49","49","0","0",
"桃園市私立慈安老人長期照顧中心(養護型)","桃園市","桃園區","中山路956巷93號1樓","桃園市桃園區中山路956巷93號1樓","1","養護型機構","<year=104&class=3>","","?03-3609856","?03-3606450","無","?comamyamy@kimo.com.tw","True","27","27","0","0",
"桃園市私立慈家老人長期照顧中心(養護型)","桃園市","桃園區","新生路165號6樓之1","桃園市桃園區新生路165號6樓之1","1","養護型機構","<year=102&class=1>","","?03-3331155","?03-3321748","無","?t33311.c55@msa.hinet.net","True","40","40","0","0",
"桃園市私立逸慈老人長期照顧中心(養護型)","桃園市","桃園區","6鄰寶慶路201號","桃園市桃園區6鄰寶慶路201號","1","養護型機構","<year=102&class=2>","","?03-3015051","?03-3021297","無","?icheheart@yahoo.com.tw","True","49","46","0","0",
"桃園市私立台大老人長期照顧中心(養護型)","桃園市","桃園區","經國路242號4樓","桃園市桃園區經國路242號4樓","1","養護型機構","<year=102&class=3>","","?03-3555036","?03-3555035","https://www.google.com.tw/webhp?authuser=0&ei=x4R7VtGjDsbN0gSckY_gCg&ved=0EKkuCAQoAQ#authuser=0&q=%E6%A1%83%E5%9C%92%E5%B8%82%E7%A7%81%E7%AB%8B%E5%8F%B0%E5%A4%A7%E8%80%81%E4%BA%BA%E9%95%B7%E6%9C%9F%E7%85%A7%E9%A1%A7%E4%B8%AD%E5%BF%83&rflfq=1&rlha=0&tbm=lcl&rlfi=hd:;si:2063912267594621883","?tai_da_168@yahoo.com.tw","True","30","30","0","0",
"桃園市私立長安老人長期照顧中心(養護型)","桃園市","桃園區","延平路42號2樓","桃園市桃園區延平路42號2樓","1","養護型機構","<year=102&class=3>","","?03-3758059","?03-3612474","無","?chung_chi1023@yahoo.com.tw","True","20","20","0","0",
